timestamp: 20231031225128
trade_count: 112187
total_profit: 2655524.0
size of result_df: 15464
ratio: 0.13784128285808517
average days_held: 10.560653195111733
average profit: 23.670514408977866
Source code for 'gen_signal_func':
def gen_daily_buy_signal_five(data):
    """
    前辈指标

    :param data:
    :return:
    """
    # 效果：
    # 任然无法避免买入后继续跌，概率增加，持有天数减少

    # 还需继续优化
    K,D,J = KDJ(data['收盘'],data['最高'],data['最低'])
    data['J'] = J
    data['买'] = data['J'].apply(lambda x: 10 if x < 0 else 0)
    # data['Buy_Signal'] = (9.9 < data['买'].shift(1)) & (9.9 > data['买']) & (data['日期'] > '2013-01-01')
    # data['Buy_Signal'] = (9.9 < data['买'].shift(2)) & (9.9 > data['买'].shift(1)) & (data['涨跌幅'] < 0) & (data['日期'] > '2013-01-01')
    # 再往前判断前两天是否有穿越，并且连续两天是否都下跌
    data['Buy_Signal'] = (9.9 < data['买'].shift(3)) & (9.9 > data['买'].shift(2)) & (data['涨跌幅'] < 0) & (data['日期'] > '2013-01-01')
    return data




           名称      代码   Buy Date  Buy Price  Sell Date  Sell Price  Profit  Total_Profit  Growth Rate (%)  Days Held  Buy_Index
2503     中色股份  000758 2020-04-24       4.03 2020-04-30        4.06     3.0  2.090000e+02         0.744417          4       5449
710      ST花王  603007 2021-05-18       3.00 2021-05-24        3.04     4.0  5.670000e+02         1.333333          4       1127
3209     仙坛股份  002746 2021-08-31       6.66 2021-09-06        6.67     1.0  4.830000e+02         0.150150          4       1580
705      ST艾格  002619 2020-02-03       2.84 2020-02-07        2.95    11.0  2.880000e+02         3.873239          4       1606
701      ST艾格  002619 2016-11-16      12.14 2016-11-22       12.82    68.0  1.440000e+02         5.601318          4       1006
12243    纽威股份  603699 2020-04-24      10.68 2020-04-30       11.00    32.0  7.430000e+02         2.996255          4       1517
1128     三峡水利  600116 2019-05-07       7.75 2019-05-13        7.77     2.0  3.450000e+02         0.258065          4       5168
11196     獐子岛  002069 2021-07-27       3.14 2021-08-02        3.15     1.0  6.580000e+02         0.318471          4       3414
11195     獐子岛  002069 2020-10-28       3.67 2020-11-03        3.78    11.0  6.160000e+02         2.997275          4       3231
11190     猛狮退  002684 2021-11-11       6.14 2021-11-17        6.22     8.0  8.610000e+02         1.302932          4       1949
13934     道道全  002852 2019-10-29      12.62 2019-11-04       12.70     8.0  3.600000e+02         0.633914          4        642
3224     伊利股份  600887 2018-08-01      21.54 2018-08-07       21.84    30.0  8.290000e+02         1.392758          4       5326
3184     仁智股份  002629 2014-10-22       6.33 2014-10-28        6.35     2.0  4.200000e+01         0.315956          4        596
11247    珠江啤酒  002461 2022-08-08       7.43 2022-08-12        7.48     5.0  4.680000e+02         0.672948          4       2856
738      ST西发  000752 2013-12-25      10.56 2013-12-31       10.60     4.0  7.800000e+01         0.378788          4       3901
12225    纳尔股份  002825 2017-07-21       9.86 2017-07-27        9.97    11.0  1.440000e+02         1.115619          4        157
778      ST贵人  603555 2020-07-23       1.74 2020-07-29        1.78     4.0 -1.800000e+02         2.298851          4       1474
11302    瑞斯康达  603803 2022-12-27       6.02 2023-01-03        6.25    23.0  8.370000e+02         3.820598          4       1382
12162     索菲亚  002572 2019-11-11      15.20 2019-11-15       15.45    25.0  9.370000e+02         1.644737          4       2055
11297    瑞康医药  002589 2014-05-06       4.75 2014-05-12        4.76     1.0  2.700000e+01         0.210526          4        695
11296     瑞尔特  002790 2023-02-02       9.51 2023-02-08        9.90    39.0  4.720000e+02         4.100946          4       1679
11294     瑞尔特  002790 2016-05-17      13.84 2016-05-23       13.88     4.0  2.200000e+01         0.289017          4         48
12172    紫江企业  600210 2014-05-06       1.43 2014-05-12        1.48     5.0  1.700000e+01         3.496503          4       3469
12182    紫金银行  601860 2021-11-05       2.97 2021-11-11        3.01     4.0  1.090000e+02         1.346801          4        688
1105     三和管桩  003037 2022-03-11      10.42 2022-03-17       10.43     1.0  1.560000e+02         0.095969          4        263
766      ST西钢  600117 2014-03-03       3.31 2014-03-07        3.38     7.0  4.300000e+01         2.114804          4       3888
14444    银龙股份  603969 2023-09-19       4.71 2023-09-25        4.74     3.0  3.910000e+02         0.636943          4       2087
2476     中航西飞  000768 2014-01-16       8.09 2014-01-22        8.18     9.0  1.020000e+02         1.112485          4       3850
11281    球冠电缆  834682 2023-10-16       5.57 2023-10-20        5.45   -12.0  6.280000e+02        -2.154399          4       1206
2466     中航沈飞  600760 2014-12-29       4.90 2015-01-06        5.12    22.0  9.000000e+01         4.489796          4       4256
14455    锐明技术  002970 2022-12-27      19.62 2023-01-03       19.94    32.0  1.059000e+03         1.630989          4        735
2447     中联重科  000157 2021-03-12      11.95 2021-03-18       11.97     2.0  2.740000e+02         0.167364          4       4814
13954    郑州煤电  600121 2020-09-22       2.03 2020-09-28        2.12     9.0  3.250000e+02         4.433498          4       5313
13945    郑中设计  002811 2017-06-09      14.94 2017-06-15       15.10    16.0  5.200000e+01         1.070950          4        178
11266    珠海中富  000659 2021-12-03       4.08 2021-12-09        4.12     4.0  2.350000e+02         0.980392          4       5862
3161     亿晶光电  600537 2013-01-31       4.37 2013-02-06        4.45     8.0  8.000000e+00         1.830664          4       2336
3163     亿晶光电  600537 2013-11-06       5.53 2013-11-12        5.57     4.0  3.800000e+01         0.723327          4       2510
3165     亿晶光电  600537 2017-05-11       5.10 2017-05-17        5.22    12.0  2.800000e+02         2.352941          4       3342
12218    红豆股份  600400 2016-09-09       5.39 2016-09-19        5.47     8.0  4.400000e+01         1.484230          4       3695
11523    百川能源  600681 2019-07-17       5.60 2019-07-23        5.61     1.0  2.360000e+02         0.178571          4       5099
11531    百润股份  002568 2019-07-17       7.05 2019-07-23        7.19    14.0  5.560000e+02         1.985816          4       1948
12275    维力医疗  603309 2017-10-27      14.98 2017-11-02       15.26    28.0  3.680000e+02         1.869159          4        651
11884    福耀玻璃  600660 2022-03-11      35.22 2022-03-17       35.89    67.0  1.613000e+03         1.902328          4       6927
2734     丽珠集团  000513 2019-08-01      19.87 2019-08-07       19.97    10.0  1.609000e+03         0.503271          4       5946
935      一汽解放  000800 2014-01-16       8.82 2014-01-22        9.08    26.0  3.630000e+02         2.947846          4       3946
2728     丽江股份  002033 2014-01-16       5.14 2014-01-22        5.29    15.0  7.700000e+01         2.918288          4       2184
11757    石基信息  002153 2018-03-22      10.10 2018-03-28       10.14     4.0  6.760000e+02         0.396040          4       2455
11866    福星股份  000926 2020-10-13       5.36 2020-10-19        5.38     2.0  2.750000e+02         0.373134          4       5051
14140    金杯电工  002533 2016-08-10      10.67 2016-08-16       10.82    15.0  1.060000e+02         1.405811          4       1345
2713      丹邦退  002618 2014-01-16      11.54 2014-01-22       11.83    29.0  5.400000e+01         2.512998          4        555
11740     真视通  002771 2020-10-13      13.33 2020-10-19       13.36     3.0  8.850000e+02         0.225056          4       1239
11739     真视通  002771 2017-04-21      20.83 2017-04-27       22.13   130.0  5.210000e+02         6.240999          4        404
11877    福田汽车  600166 2017-10-23       3.13 2017-10-27        3.15     2.0  1.210000e+02         0.638978          4       4588
2707     丸美股份  603983 2021-03-12      48.61 2021-03-18       52.03   342.0  1.256000e+03         7.035589          4        395
932      一汽富维  600742 2016-05-17       6.01 2016-05-23        6.18    17.0  2.560000e+02         2.828619          4       4715
14251     金诚信  603979 2015-08-21      18.13 2015-08-27       18.28    15.0  1.500000e+01         0.827358          4         38
2842     云南能投  002053 2016-05-17      11.97 2016-05-23       12.04     7.0  2.060000e+02         0.584795          4       2141
2701     丰林集团  601996 2016-05-17       3.23 2016-05-23        3.24     1.0  1.210000e+02         0.309598          4       1030
2844     云南能投  002053 2021-06-11       7.40 2021-06-18        7.67    27.0  5.060000e+02         3.648649          4       3198
11717    盛通股份  002599 2015-09-01       5.31 2015-09-09        5.66    35.0  7.600000e+01         6.591337          4        989
11712    盛达资源  000603 2020-04-27      11.00 2020-05-06       11.04     4.0  9.340000e+02         0.363636          4       4919
14136    金杯汽车  600609 2022-08-30       4.94 2022-09-05        5.03     9.0  3.710000e+02         1.821862          4       7033
2848     云南铜业  000878 2020-10-13      13.70 2020-10-19       13.81    11.0  6.500000e+02         0.802920          4       5211
14239    金花股份  600080 2021-05-27       6.59 2021-06-02        6.73    14.0  4.530000e+02         2.124431          4       5704
11695    盛洋科技  603703 2015-08-31      10.09 2015-09-08       10.47    38.0  2.600000e+02         3.766105          4         90
2690     丰华股份  600615 2020-05-12       7.80 2020-05-18        7.87     7.0  4.160000e+02         0.897436          4       6303
11909    禾丰股份  603609 2014-12-12       9.27 2014-12-18        9.78    51.0  5.100000e+01         5.501618          4         84
984      万向钱潮  000559 2020-04-20       4.41 2020-04-24        4.45     4.0  3.940000e+02         0.907029          4       6309
2810     乾景园林  603778 2017-09-19      10.21 2017-09-25       10.33    12.0  1.990000e+02         1.175318          4        417
11773    神奇制药  600613 2013-11-06      11.61 2013-11-12       11.65     4.0  1.220000e+02         0.344531          4       4856
14213    金种子酒  600199 2015-06-25      14.06 2015-07-01       14.65    59.0  1.680000e+02         4.196302          4       3993
2761     乐通股份  002319 2014-04-25       7.05 2014-05-05        7.19    14.0  6.200000e+01         1.985816          4       1044
965      万东医疗  600055 2022-03-11      28.39 2022-03-17       28.74    35.0  1.016000e+03         1.232828          4       5796
964      万东医疗  600055 2018-03-22      13.18 2018-03-28       13.49    31.0  6.200000e+02         2.352049          4       4833
11811    神马股份  600810 2014-05-06       2.12 2014-05-12        2.20     8.0  2.700000e+01         3.773585          4       4828
968      万丰奥威  002085 2021-08-04       5.18 2021-08-10        5.22     4.0  3.980000e+02         0.772201          4       3403
11825    祥鑫科技  002965 2021-01-06      29.75 2021-01-12       30.70    95.0  6.100000e+02         3.193277          4        293
2784     九安医疗  002432 2017-05-11       8.70 2017-05-17        9.66    96.0  4.870000e+02        11.034483          4       1633
956     万  科Ａ  000002 2021-06-18      21.66 2021-06-24       21.71     5.0  1.327000e+03         0.230840          4       7221
11796    神火股份  000933 2021-06-29       8.15 2021-07-05        8.20     5.0  2.880000e+02         0.613497          4       5204
969      万华化学  600309 2013-03-01       2.15 2013-03-07        2.19     4.0  4.000000e+00         1.860465          4       2875
951     七 匹 狼  002029 2019-01-28       6.04 2019-02-01        6.08     4.0  2.350000e+02         0.662252          4       3457
11830    祥龙电业  600769 2021-06-11       5.28 2021-06-18        5.55    27.0  5.030000e+02         5.113636          4       5705
2748     乐凯胶片  600135 2016-05-17      14.31 2016-05-23       14.46    15.0  3.210000e+02         1.048218          4       4354
2794      九牧王  601566 2014-10-22       6.15 2014-10-28        6.35    20.0  2.250000e+02         3.252033          4        818
977      万向德农  600371 2018-06-01       6.85 2018-06-07        7.30    45.0  5.640000e+02         6.569343          4       3702
2739     久立特材  002318 2016-12-23       8.06 2016-12-29        8.12     6.0  5.540000e+02         0.744417          4       1682
2797     九阳股份  002242 2020-07-15      33.58 2020-07-21       34.36    78.0  1.287000e+03         2.322811          4       2913
14205    金田股份  601609 2021-02-03       9.55 2021-02-09        9.79    24.0  1.410000e+02         2.513089          4        193
11846    福建高速  600033 2017-03-08       2.74 2017-03-14        2.75     1.0  8.200000e+01         0.364964          4       3853
11848    福建高速  600033 2018-07-03       2.42 2018-07-09        2.45     3.0  9.800000e+01         1.239669          4       4176
14148     金正大  002470 2014-07-16       4.32 2014-07-22        4.37     5.0  1.340000e+02         1.157407          4        917
982      万向钱潮  000559 2015-08-31      12.97 2015-09-08       13.26    29.0  1.680000e+02         2.235929          4       5187
14212    金种子酒  600199 2013-01-24      17.68 2013-01-30       17.73     5.0  5.000000e+00         0.282805          4       3422
2858     云图控股  002539 2021-12-23      11.60 2021-12-29       12.68   108.0  9.100000e+02         9.310345          4       2620
2868     云煤能源  600792 2013-03-01       5.59 2013-03-07        5.68     9.0  9.000000e+00         1.610018          4       3627
11534    百润股份  002568 2021-06-08      58.06 2021-06-15       59.72   166.0  1.317000e+03         2.859111          4       2407
14303    金风科技  002202 2015-06-25      12.06 2015-07-01       12.70    64.0  1.000000e+02         5.306799          4       1795
14289    金陵饭店  601007 2013-11-06       5.34 2013-11-12        5.67    33.0  5.600000e+01         6.179775          4       1586
11982    科森科技  603626 2017-07-14      29.05 2017-07-20       29.67    62.0  2.510000e+02         2.134251          4        106
1025     万通发展  600246 2013-03-01       3.49 2013-03-07        3.64    15.0  1.500000e+01         4.297994          4       2856
2932     五矿资本  600390 2021-08-03       4.97 2021-08-09        5.04     7.0  5.140000e+02         1.408451          4       4787
14297    金隅集团  601992 2018-03-22       4.49 2018-03-28        4.62    13.0  2.040000e+02         2.895323          4       1690
1036      万里扬  002434 2016-05-17       7.76 2016-05-23        8.36    60.0  1.250000e+02         7.731959          4       1294
11592    皓宸医疗  002622 2023-06-19       3.06 2023-06-27        3.07     1.0  5.580000e+02         0.326797          4       2439
14066    金地集团  600383 2016-05-25       6.71 2016-05-31        6.79     8.0  3.270000e+02         1.192250          4       3526
12008    科远智慧  002380 2023-03-15      17.82 2023-03-21       17.97    15.0  1.156000e+03         0.841751          4       3130
1041     万里股份  600847 2018-01-15      13.63 2018-01-19       13.67     4.0  5.480000e+02         0.293470          4       5441
2602     中钢国际  000928 2020-10-13       3.44 2020-10-19        3.47     3.0  4.820000e+02         0.872093          4       5043
14057    金发科技  600143 2021-12-29      12.35 2022-01-05       12.48    13.0  8.220000e+02         1.052632          4       4120
14128    金智科技  002090 2021-01-12       6.91 2021-01-18        6.96     5.0  9.500000e+02         0.723589          4       3278
14050   金 螳 螂  002081 2022-03-14       5.19 2022-03-18        5.22     3.0  7.250000e+02         0.578035          4       3649
11572    皇庭国际  000056 2020-10-13       3.47 2020-10-19        3.48     1.0  4.300000e+02         0.288184          4       5581
11570    皇庭国际  000056 2020-02-03       3.56 2020-02-07        3.60     4.0  4.060000e+02         1.123596          4       5412
14319    金龙汽车  600686 2017-05-31      10.81 2017-06-06       10.86     5.0  1.710000e+02         0.462535          4       5578
11564    皇庭国际  000056 2017-04-06      12.66 2017-04-12       12.87    21.0  2.640000e+02         1.658768          4       4834
11561    皇庭国际  000056 2014-12-26       7.07 2015-01-05        7.20    13.0  5.600000e+01         1.838755          4       4286
2964     亚太药业  002370 2020-07-23       4.97 2020-07-29        4.99     2.0  5.560000e+02         0.402414          4       2386
14322     金龙羽  002882 2020-12-02       8.96 2020-12-08        9.34    38.0  4.220000e+02         4.241071          4        823
2970     亚威股份  002559 2021-08-16       7.89 2021-08-20        8.34    45.0  4.780000e+02         5.703422          4       2477
2974     亚宝药业  600351 2015-06-25      13.50 2015-07-01       13.73    23.0  1.500000e+02         1.703704          4       3003
11545    百达精工  603331 2020-10-13      10.30 2020-10-19       10.34     4.0  1.430000e+02         0.388350          4        795
1018     万盛股份  603010 2018-09-04       6.37 2018-09-10        6.47    10.0  2.750000e+02         1.569859          4        669
11610    皖通科技  002331 2023-04-24       6.86 2023-04-28        7.14    28.0  5.940000e+02         4.081633          4       2889
2640     中锐股份  002374 2017-11-02       5.62 2017-11-08        5.71     9.0  2.760000e+02         1.601423          4       1756
2646     中闽能源  600163 2013-09-25       4.23 2013-10-08        4.29     6.0  6.000000e+00         1.418440          4       3594
14252     金诚信  603979 2016-05-17      13.78 2016-05-23       13.79     1.0  8.300000e+01         0.072569          4        215
2873     云煤能源  600792 2017-03-08       5.70 2017-03-14        5.71     1.0 -3.590000e+02         0.175439          4       4574
912     XD豪悦护  605009 2021-01-06     126.36 2021-01-12      128.44   208.0  6.780000e+02         1.646091          4         76
11925    禾盛新材  002290 2020-05-22       5.09 2020-05-28        5.12     3.0  8.230000e+02         0.589391          4       2456
14259    金财互联  002530 2020-07-23      12.68 2020-07-29       12.79    11.0  4.640000e+02         0.867508          4       2159
2886     云铝股份  000807 2014-04-25       3.03 2014-07-28        3.24    21.0  6.000000e+01         6.930693          4       3803
2675     丰乐种业  000713 2017-11-02       4.12 2017-11-08        4.15     3.0  1.940000e+02         0.728155          4       4813
11928    秉扬科技  836675 2021-07-27      12.22 2021-08-02       12.25     3.0  5.900000e+01         0.245499          4        220
909     XD众源新  603527 2017-10-18      18.70 2017-10-24       18.94    24.0  2.400000e+01         1.283422          4         24
2899    五 粮 液  000858 2022-03-11     164.97 2022-03-17      165.06     9.0  5.993000e+03         0.054555          4       5652
907     TCL科技  000100 2023-08-16       3.97 2023-08-22        3.99     2.0  2.760000e+02         0.503778          4       4399
14112     金新农  002548 2020-03-20       6.83 2020-03-26        7.34    51.0  4.140000e+02         7.467057          4       2118
11652   盐 田 港  000088 2018-12-05       4.94 2018-12-11        4.95     1.0  2.990000e+02         0.202429          4       5041
11651   盐 田 港  000088 2015-07-14       9.23 2015-07-20        9.36    13.0  8.900000e+01         1.408451          4       4212
906     TCL科技  000100 2023-04-28       3.64 2023-05-09        3.66     2.0  2.740000e+02         0.549451          4       4326
11633    益佰制药  600594 2017-04-07      16.87 2017-04-13       16.94     7.0  5.700000e+02         0.414938          4       3110
11628    益丰药房  603939 2015-08-31       9.05 2015-09-08        9.33    28.0  1.390000e+02         3.093923          4         82
2661      中青旅  600138 2023-03-15      14.56 2023-03-21       14.97    41.0  1.233000e+03         2.815934          4       6048
2919     五矿发展  600058 2017-08-22      13.97 2017-08-28       14.05     8.0 -1.214000e+03         0.572656          4       4652
11617    盈峰环境  000967 2013-10-30       2.30 2013-11-05        2.34     4.0  8.000000e+00         1.739130          4       3154
894       S佳通  600182 2023-10-16      14.44 2023-10-20       13.37  -107.0  1.081000e+03        -7.409972          4       5524
11616     皮阿诺  002853 2020-06-11      21.47 2020-06-17       21.71    24.0  1.277000e+03         1.117839          4        789
2923     五矿资本  600390 2014-12-05      10.30 2014-12-11       10.31     1.0  1.290000e+02         0.097087          4       3290
12259    继峰股份  603997 2016-05-17      10.71 2016-05-23       10.88    17.0 -6.090000e+02         1.587302          4        298
688      ST美讯  600898 2022-12-27       5.39 2023-01-03        5.43     4.0  7.000000e+02         0.742115          4       5237
14933    青龙管业  002457 2013-06-07       7.56 2013-06-18        7.57     1.0  7.200000e+01         0.132275          4        681
1239     上海三毛  600689 2020-02-03       8.27 2020-02-07        9.07    80.0  4.830000e+02         9.673519          4       6073
2202     中央商场  600280 2020-07-23       1.51 2020-07-29        1.56     5.0  6.340000e+02         3.311258          4       4656
2201     中天科技  600522 2022-11-25      17.10 2022-12-01       17.43    33.0  7.040000e+02         1.929825          4       4747
13806    退市辅仁  600781 2014-01-17      13.19 2014-01-23       13.26     7.0  4.700000e+01         0.530705          4       4009
3575     克来机电  603960 2018-08-03      16.60 2018-08-09       16.87    27.0  1.050000e+02         1.626506          4        287
10758    深圳机场  000089 2018-05-22       7.24 2018-05-28        7.26     2.0  3.330000e+02         0.276243          4       4799
13801    退市西水  600291 2016-04-07      24.41 2016-04-13       24.87    46.0  5.350000e+02         1.884474          4       3508
10753    深圳新星  603978 2021-04-01      18.45 2021-04-08       19.49   104.0  8.330000e+02         5.636856          4        885
1235     上海三毛  600689 2014-01-16       7.72 2014-01-22        7.84    12.0  3.900000e+01         1.554404          4       4759
1236     上海三毛  600689 2016-01-08      17.09 2016-01-14       17.42    33.0  8.600000e+01         1.930954          4       5088
14787    雅克科技  002409 2022-03-11      55.75 2022-03-17       57.97   222.0  3.453000e+03         3.982063          4       2562
3591     兖矿能源  600188 2017-03-08       0.32 2017-03-14        0.44    12.0  2.840000e+02        37.500000          4       4449
12544    聚力文化  002247 2014-04-25       3.88 2014-05-05        3.90     2.0  2.200000e+01         0.515464          4       1413
14814    集友股份  603429 2018-11-23       9.93 2018-11-29        9.97     4.0  1.100000e+02         0.402820          4        397
10739     深南退  002417 2013-01-30       7.07 2013-02-05        7.25    18.0  1.800000e+01         2.545969          4        640
11820    祥源文旅  600576 2016-09-27      19.06 2016-10-10       19.39    33.0  3.520000e+02         1.731375          4       2857
12553    聚力文化  002247 2022-12-27       2.54 2023-01-03        2.60     6.0 -1.052000e+03         2.362205          4       3412
12556    胜利精密  002426 2022-12-27       2.71 2023-01-03        2.72     1.0  2.910000e+02         0.369004          4       2720
14798    雅博股份  002323 2023-07-17       2.72 2023-07-21        2.75     3.0  2.780000e+02         1.102941          4       2833
2187     中天服务  002188 2014-04-25       8.68 2014-05-05        8.87    19.0  4.200000e+01         2.188940          4       1497
10727    深中华A  000017 2014-12-29       7.02 2015-01-06        7.09     7.0  1.100000e+01         0.997151          4       4446
12565    胜华新材  603026 2018-08-03      19.77 2018-08-09       19.94    17.0  1.160000e+03         0.859889          4        777
13779    退市绿庭  600695 2014-10-30       6.85 2014-11-05        6.92     7.0  2.900000e+01         1.021898          4       4811
451      ST新纺  002087 2015-09-01       4.65 2015-09-09        4.71     6.0  6.200000e+01         1.290323          4       2108
10721    淮河能源  600575 2020-10-13       2.21 2020-10-19        2.22     1.0  2.020000e+02         0.452489          4       3872
479      ST明诚  600136 2018-08-23      11.46 2018-08-29       11.48     2.0  7.660000e+02         0.174520          4       4320
3560     光电股份  600184 2020-02-03       9.67 2020-02-07        9.99    32.0  1.170000e+03         3.309204          4       3793
12527    联泓新科  003022 2022-11-25      30.87 2022-12-01       31.40    53.0  1.586000e+03         1.716877          4        477
487      ST易购  002024 2021-06-10       6.40 2021-07-07        6.74    34.0  6.310000e+02         5.312500          4       4037
3500     光启技术  002625 2018-09-14       8.70 2018-09-20        8.82    12.0  9.040000e+02         1.379310          4       1361
14704    际华集团  601718 2015-07-14      12.10 2015-07-20       12.99    89.0  1.590000e+02         7.355372          4       1177
535      ST榕泰  600589 2022-08-09       2.14 2022-08-15        2.15     1.0  3.550000e+02         0.467290          4       4933
532      ST榕泰  600589 2021-12-23       2.21 2021-12-29        2.27     6.0  3.380000e+02         2.714932          4       4782
10858    渤海轮渡  603167 2021-07-06       8.05 2021-07-12        8.06     1.0  5.710000e+02         0.124224          4       2144
12487    老板电器  002508 2014-12-26       6.90 2015-01-05        7.85    95.0  3.230000e+02        13.768116          4        991
12492    老白干酒  600559 2014-09-25       4.51 2014-10-08        4.58     7.0  8.200000e+01         1.552106          4       2819
10845    渤海汽车  600960 2020-06-24       3.12 2020-07-02        3.14     2.0  4.080000e+02         0.641026          4       3727
10839    渤海化学  600800 2020-02-03       4.71 2020-02-07        4.83    12.0 -7.730000e+02         2.547771          4       6035
12506    联创电子  002036 2014-12-26       4.88 2015-01-05        5.14    26.0  5.300000e+01         5.327869          4       2445
12509    联创电子  002036 2022-03-11      16.17 2022-03-17       16.98    81.0  7.740000e+02         5.009276          4       4095
3519     光大证券  601788 2019-01-28       8.77 2019-02-01        8.93    16.0  9.010000e+02         1.824401          4       2275
14740    陕西金叶  000812 2021-06-11       3.57 2021-06-18        3.65     8.0  2.520000e+02         2.240896          4       5182
1215     上实发展  600748 2022-05-05       3.85 2022-05-11        3.87     2.0  4.390000e+02         0.519481          4       6021
10824   渝 开 发  000514 2023-09-08       4.75 2023-09-14        4.76     1.0  4.740000e+02         0.210526          4       7153
2210     中宠股份  002891 2017-12-01      13.66 2017-12-07       13.73     7.0  7.000000e+00         0.512445          4         67
12521    联发股份  002394 2023-05-29       8.05 2023-06-02        8.22    17.0  3.810000e+02         2.111801          4       3171
3543     光明地产  600708 2023-10-16       2.22 2023-10-20        2.29     7.0  4.760000e+02         3.153153          4       6515
10803     深高速  600548 2015-06-25       5.74 2015-07-01        5.81     7.0  3.400000e+01         1.219512          4       3209
13813    退市运盛  600767 2016-05-17      13.56 2016-05-23       13.96    40.0  2.930000e+02         2.949853          4       4375
10795    深粮控股  000019 2020-09-14       8.33 2020-09-18        8.38     5.0  8.250000e+02         0.600240          4       6410
1227     上工申贝  600843 2020-10-13       6.53 2020-10-19        6.55     2.0 -3.260000e+02         0.306279          4       6250
3551     光洋股份  002708 2014-12-29       7.22 2015-01-06        7.51    29.0  1.460000e+02         4.016620          4        168
3614     八一钢铁  600581 2022-05-05       5.80 2022-05-11        5.99    19.0  3.990000e+02         3.275862          4       4563
13766    退市游久  600652 2021-08-04       2.05 2021-08-10        2.07     2.0  7.380000e+02         0.975610          4       7172
544      ST步森  002569 2022-05-05       6.27 2022-05-11        6.28     1.0  2.510000e+02         0.159490          4       2148
13712    退市昌鱼  600275 2019-06-10       2.63 2019-06-14        2.64     1.0  5.730000e+02         0.380228          4       4134
12613    航天动力  600343 2014-01-16       6.55 2014-01-22        6.73    18.0  3.700000e+01         2.748092          4       2553
10639    海航科技  600751 2020-02-03       2.64 2020-02-07        2.87    23.0  4.520000e+02         8.712121          4       4993
12618    航天发展  000547 2014-01-16       3.47 2014-01-22        3.56     9.0  4.700000e+01         2.593660          4       4779
3685     兴业证券  601377 2019-01-28       4.49 2019-02-01        4.50     1.0  1.540000e+02         0.222717          4       2000
12621    航天发展  000547 2018-05-29       9.25 2018-06-04        9.26     1.0  7.820000e+02         0.108108          4       5437
1291     上海机场  600009 2015-05-13      24.74 2015-05-19       25.69    95.0  3.560000e+02         3.839935          4       4127
2125     中国重汽  000951 2015-07-14       6.26 2015-07-20        6.39    13.0  1.410000e+02         2.076677          4       3554
1295     上海机场  600009 2021-03-30      58.93 2021-04-06       59.88    95.0 -2.536000e+03         1.612082          4       5560
3688     兴业证券  601377 2021-02-03       7.19 2021-02-09        7.33    14.0  2.550000e+02         1.947149          4       2491
14875    青山纸业  600103 2013-09-25       1.82 2013-10-08        1.90     8.0  1.900000e+01         4.395604          4       3876
12642    航天电器  002025 2014-05-06       8.76 2014-05-12        8.88    12.0  1.020000e+02         1.369863          4       2324
408      ST恒久  002808 2020-02-03       8.40 2020-02-07        8.48     8.0  3.670000e+02         0.952381          4        841
447      ST新海  002089 2020-05-20       2.08 2020-05-26        2.17     9.0  3.370000e+02         4.326923          4       2985
10613    海联金汇  002537 2019-05-06       9.56 2019-05-10        9.67    11.0  2.740000e+02         1.150628          4       1865
9660      水井坊  600779 2022-09-21      64.07 2022-09-27       64.40    33.0  2.368000e+03         0.515062          4       6173
10606    海王生物  000078 2020-05-26       3.92 2020-06-01        3.96     4.0  3.070000e+02         1.020408          4       5087
10598    海特高新  002023 2017-11-24      10.31 2017-11-30       10.32     1.0  3.610000e+02         0.096993          4       3187
14922    青海春天  600381 2013-03-15       2.73 2013-03-21        2.77     4.0  1.399000e+03         1.465201          4       2738
14927    青海春天  600381 2017-05-11      12.42 2017-05-17       12.48     6.0  1.615000e+03         0.483092          4       3338
3728     兴蓉环境  000598 2018-03-22       4.45 2018-03-28        4.54     9.0 -2.130000e+02         2.022472          4       5197
1322     上海电力  600021 2021-10-21      10.30 2021-10-27       10.82    52.0  8.480000e+02         5.048544          4       4205
12681    艾融软件  830799 2016-04-20       1.02 2016-04-26        1.06     4.0  3.600000e+01         3.921569          4        186
3733     冀东水泥  000401 2020-10-28      14.23 2020-11-03       14.27     4.0  6.570000e+02         0.281096          4       5670
376      ST康美  600518 2019-01-03       6.98 2019-01-09        7.30    32.0  3.180000e+02         4.584527          4       4241
13732    退市未来  600532 2016-05-17      15.35 2016-05-23       15.42     7.0  3.770000e+02         0.456026          4       3076
10650    海螺水泥  600585 2015-11-26       5.44 2015-12-02        6.07    63.0  5.870000e+02        11.580882          4       3286
2150     中国铝业  601600 2020-12-21       3.67 2020-12-25        3.68     1.0  3.000000e+02         0.272480          4       3175
3669     共达电声  002655 2014-12-26       8.69 2015-01-05        8.91    22.0  1.390000e+02         2.531646          4        694
10700    润邦股份  002483 2013-10-30       5.26 2013-11-05        5.27     1.0  1.200000e+01         0.190114          4        729
12580    腾龙股份  603158 2020-12-10       9.97 2020-12-16       10.00     3.0  3.950000e+02         0.300903          4       1358
10696    润达医疗  603108 2015-08-31       9.63 2015-09-08        9.85    22.0  1.970000e+02         2.284528          4         64
13755    退市游久  600652 2013-03-01       4.48 2013-03-07        4.53     5.0  5.000000e+00         1.116071          4       5307
3637     兰州银行  001227 2022-03-03       5.25 2022-03-09        5.65    40.0  4.000000e+01         7.619048          4         28
