timestamp: 20231031225128
trade_count: 112187
total_profit: 2655524.0
size of result_df: 15464
ratio: 0.13784128285808517
average days_held: 10.560653195111733
average profit: 23.670514408977866
Source code for 'gen_signal_func':
def gen_daily_buy_signal_five(data):
    """
    前辈指标

    :param data:
    :return:
    """
    # 效果：
    # 任然无法避免买入后继续跌，概率增加，持有天数减少

    # 还需继续优化
    K,D,J = KDJ(data['收盘'],data['最高'],data['最低'])
    data['J'] = J
    data['买'] = data['J'].apply(lambda x: 10 if x < 0 else 0)
    # data['Buy_Signal'] = (9.9 < data['买'].shift(1)) & (9.9 > data['买']) & (data['日期'] > '2013-01-01')
    # data['Buy_Signal'] = (9.9 < data['买'].shift(2)) & (9.9 > data['买'].shift(1)) & (data['涨跌幅'] < 0) & (data['日期'] > '2013-01-01')
    # 再往前判断前两天是否有穿越，并且连续两天是否都下跌
    data['Buy_Signal'] = (9.9 < data['买'].shift(3)) & (9.9 > data['买'].shift(2)) & (data['涨跌幅'] < 0) & (data['日期'] > '2013-01-01')
    return data




           名称      代码   Buy Date  Buy Price  Sell Date  Sell Price  Profit  Total_Profit  Growth Rate (%)  Days Held  Buy_Index
1887     中原高速  600020 2019-08-01       4.30 2019-09-05        4.35     5.0  2.580000e+02         1.162791         25       3802
7460     广东鸿图  002101 2023-04-18      18.44 2023-05-26       18.59    15.0  1.307000e+03         0.813449         25       3828
2803     九鼎投资  600053 2019-08-01      22.79 2019-09-05       23.04    25.0  7.810000e+02         1.096972         25       4859
2759     乐山电力  600644 2021-01-19       5.27 2021-03-02        5.40    13.0  1.940000e+02         2.466793         25       6635
12866    荣联科技  002642 2018-12-05       7.21 2019-01-11        7.28     7.0  4.180000e+02         0.970874         25       1440
11786    神州高铁  000008 2018-06-05       4.94 2018-09-10        4.98     4.0  1.390000e+02         0.809717         25       6006
1915     中国中车  601766 2013-06-19       2.37 2013-07-24        2.38     1.0  1.000000e+01         0.421941         25       1157
2609     中钨高新  000657 2019-07-03       5.04 2019-08-07        5.10     6.0  3.360000e+02         1.190476         25       4421
2054     中国武夷  000797 2020-07-22       4.03 2020-08-26        4.09     6.0  3.400000e+01         1.488834         25       5477
917     XD财通证  601108 2019-08-01       9.22 2019-09-05        9.31     9.0  1.130000e+02         0.976139         25        433
10395   海 利 得  002206 2018-12-04       3.40 2019-01-10        3.43     3.0  2.310000e+02         0.882353         25       2594
9461     榕基软件  002474 2014-10-30      13.46 2014-12-04       13.70    24.0  2.330000e+02         1.783061         25        986
6130      天下秀  600556 2013-06-20       3.77 2013-08-23        3.85     8.0  2.800000e+01         2.122016         25       1613
3405     信达地产  600657 2020-07-22       4.96 2020-08-26        5.27    31.0  3.200000e+02         6.250000         25       6219
9539     正和生态  605069 2023-09-07      12.37 2023-10-20        9.84  -253.0 -1.100000e+02       -20.452708         25        501
14519    长园集团  600525 2019-04-26       6.76 2019-06-05        6.78     2.0  6.830000e+02         0.295858         25       3693
4694     华设集团  603018 2015-08-31       8.73 2015-10-14        8.91    18.0  4.200000e+01         2.061856         25        159
10416    海南发展  002163 2014-04-25       3.30 2014-06-05        3.45    15.0  2.000000e+01         4.545455         25       1576
6056     大洋电机  002249 2015-08-31      11.64 2015-10-14       12.28    64.0  1.290000e+02         5.498282         25       1666
13738    退市济堂  600090 2018-06-20       5.68 2018-07-25        5.70     2.0  2.780000e+02         0.352113         25       4713
12087   粤 水 电  002060 2022-09-23       6.95 2022-11-04        7.33    38.0  3.360000e+02         5.467626         25       3856
7043      寿仙谷  603896 2018-12-05      20.64 2019-01-11       20.87    23.0  1.127000e+03         1.114341         25        386
8519     新华文轩  601811 2018-10-10       7.88 2018-11-14        7.94     6.0  1.110000e+02         0.761421         25        527
11593    皖天然气  603689 2017-04-07      13.73 2017-05-15       14.21    48.0  4.800000e+01         3.495994         25         56
7039     富通信息  000836 2022-04-20       2.81 2022-05-30        2.85     4.0  3.090000e+02         1.423488         25       5580
12679    艾融软件  830799 2015-09-11       1.37 2015-11-13        1.39     2.0  9.000000e+00         1.459854         25         96
3798     冠捷科技  000727 2022-09-07       2.16 2022-10-20        2.26    10.0  2.100000e+02         4.629630         25       5919
9532     歌尔股份  002241 2020-03-12      19.08 2020-04-17       19.11     3.0  6.870000e+02         0.157233         25       2840
9317     标准股份  600302 2021-04-30       4.27 2021-06-09        4.34     7.0  3.670000e+02         1.639344         25       4866
4476     华建集团  600629 2021-07-23       4.69 2021-08-27        4.75     6.0 -9.780000e+02         1.279318         25       6152
8509     新华保险  601336 2022-07-20      27.42 2022-08-24       27.50     8.0  2.745000e+03         0.291758         25       2545
13095    西部证券  002673 2019-08-01       9.23 2019-09-05        9.45    22.0 -1.518000e+03         2.383532         25       1746
14902    青岛银行  002948 2019-08-01       4.83 2019-09-05        4.86     3.0  1.100000e+01         0.621118         25        131
1793     中兵红箭  000519 2018-06-07       8.26 2018-07-13        8.50    24.0  5.670000e+02         2.905569         25       5704
10646    海螺新材  000619 2013-06-20       6.20 2013-07-25        6.22     2.0  2.200000e+01         0.322581         25       3966
13515    达安基因  002030 2015-06-25      21.36 2015-10-23       22.06    70.0  1.610000e+02         3.277154         24       2589
8246    报 喜 鸟  002154 2015-08-31       5.21 2015-10-13        5.47    26.0  1.450000e+02         4.990403         24       1926
3924     凯盛科技  600552 2020-10-13       6.34 2020-11-16        6.48    14.0  4.460000e+02         2.208202         24       4025
13480    辰欣药业  603367 2017-11-22      19.36 2017-12-26       19.76    40.0  5.800000e+01         2.066116         24         33
13982    酒钢宏兴  600307 2020-01-23       1.90 2020-03-05        1.92     2.0  1.530000e+02         1.052632         24       4539
10455    海南瑞泽  002596 2020-12-16       5.72 2021-01-20        5.97    25.0  3.550000e+02         4.370629         24       2041
13503   达 意 隆  002209 2014-05-07       7.12 2014-06-11        7.21     9.0  1.900000e+01         1.264045         24       1503
13509     达仁堂  600329 2017-07-14      14.86 2017-08-17       15.54    68.0  7.470000e+02         4.576043         24       3849
13773    退市秋林  600891 2013-04-10       7.12 2013-05-17        7.22    10.0  1.000000e+01         1.404494         24       3869
3905     凯添燃气  831010 2016-11-07       0.61 2016-12-09        0.69     8.0  6.700000e+01        13.114754         24        208
3854     凤凰股份  600716 2018-01-30       4.69 2018-03-12        4.72     3.0  2.040000e+02         0.639659         24       4961
10823   渝 开 发  000514 2020-01-22       4.23 2020-03-04        4.46    23.0  3.840000e+02         5.437352         24       6272
1028     万通液压  830839 2016-06-07       0.10 2017-01-19        0.18     8.0  8.000000e+00        80.000000         24         27
14726    陕建股份  600248 2023-06-19       4.91 2023-07-25        4.92     1.0  4.420000e+02         0.203666         24       4895
2648     中闽能源  600163 2018-12-05       3.20 2019-01-10        3.39    19.0  1.630000e+02         5.937500         24       4741
5690     国源科技  835184 2019-06-19       3.97 2019-08-01        4.15    18.0  1.610000e+02         4.534005         24        414
14909    青松建化  600425 2017-05-31       3.01 2017-07-04        3.04     3.0  1.730000e+02         0.996678         24       3288
12100    粤电力Ａ  000539 2019-07-17       3.76 2019-08-20        3.78     2.0  1.270000e+02         0.531915         24       6019
8858     昂立教育  600661 2015-04-02      47.55 2015-05-08       48.24    69.0  6.420000e+02         1.451104         24       5138
428      ST搜特  002503 2021-06-22       1.62 2021-07-26        1.72    10.0  2.630000e+02         6.172840         24       2535
14846    雷柏科技  002577 2015-11-26      58.50 2015-12-30       58.84    34.0  1.360000e+02         0.581197         24        960
7920     德赛电池  000049 2015-06-18      32.94 2015-07-23       34.60   166.0  4.790000e+02         5.039466         24       4747
2515     中衡设计  603017 2018-02-05      12.58 2018-03-16       12.64     6.0  6.270000e+02         0.476948         24        689
7952     志晟信息  832171 2019-06-26       6.53 2020-06-09        6.59     6.0  1.900000e+01         0.918836         24        228
3312     佛山照明  000541 2013-03-21       2.60 2013-04-26        2.73    13.0  1.300000e+01         5.000000         24       4586
3438     傲农生物  603363 2017-11-22      10.47 2017-12-26       11.39    92.0  9.200000e+01         8.787011         24         36
7116     山东玻纤  605006 2023-06-06       7.71 2023-07-12        7.73     2.0  1.040000e+02         0.259403         24        666
9276     柘中股份  002346 2014-04-25       6.80 2014-06-03        7.02    22.0  9.100000e+01         3.235294         24        955
13376    赣锋锂业  002460 2015-06-25       4.69 2015-08-11        4.74     5.0  5.200000e+01         1.066098         24       1104
9285      柯利达  603828 2023-04-04       3.17 2023-05-12        3.18     1.0  2.750000e+02         0.315457         24       1881
4672     华西股份  000936 2017-12-21       6.91 2018-01-25        7.03    12.0  4.560000e+02         1.736614         24       4350
2312      中毅达  600610 2018-07-30       1.68 2018-08-31        1.73     5.0  3.860000e+02         2.976190         24       5680
12382    美克家居  600337 2018-12-14       3.89 2019-01-21        3.93     4.0  1.260000e+02         1.028278         24       4257
5634     国旅联合  600358 2016-01-08      13.18 2016-02-18       13.48    30.0 -8.720000e+02         2.276176         24       3566
8940     星光股份  002076 2019-07-17       2.43 2019-08-20        2.56    13.0  1.470000e+02         5.349794         24       2764
7571     广汽集团  601238 2022-12-19      11.53 2023-01-30       11.74    21.0  4.310000e+02         1.821336         24       2595
2293     中材节能  603126 2020-01-22       4.36 2020-03-04        4.44     8.0  5.680000e+02         1.834862         24       1277
6207     天威视讯  002238 2019-07-17       5.16 2019-08-20        5.63    47.0  3.080000e+02         9.108527         24       2548
3129      人人乐  002336 2017-11-01      10.35 2017-12-05       10.39     4.0  2.610000e+02         0.386473         24       1837
7728     建艺集团  002789 2016-12-09      47.87 2017-01-13       48.46    59.0  1.560000e+02         1.232505         24        184
15402    龙建股份  600853 2020-03-20       3.26 2020-04-24        3.36    10.0  2.170000e+02         3.067485         24       6115
11370     生物谷  833266 2019-05-29       7.25 2019-07-04        7.27     2.0  9.500000e+01         0.275862         24        553
9724     永泰能源  600157 2017-03-08       4.04 2017-04-13        4.07     3.0  1.030000e+02         0.742574         24       4206
9193     未名医药  002581 2019-07-17       6.55 2019-08-20        6.71    16.0  1.169000e+03         2.442748         24       1874
4750     华银电力  600744 2017-04-21       5.50 2017-05-26        5.60    10.0  2.390000e+02         1.818182         24       4818
9092     景兴纸业  002067 2021-10-20       3.94 2021-11-23        3.97     3.0  2.460000e+02         0.761421         24       3631
6591      威尔泰  002058 2021-05-14       8.30 2021-06-18        8.52    22.0  9.420000e+02         2.650602         24       3542
11603    皖维高新  600063 2020-10-13       3.38 2020-11-16        3.55    17.0  3.040000e+02         5.029586         24       5532
11797    神火股份  000933 2022-10-10      15.36 2022-11-11       16.08    72.0  4.080000e+02         4.687500         24       5503
9814     汉鑫科技  837092 2023-02-20      14.87 2023-03-24       14.97    10.0  2.440000e+02         0.672495         24        323
11664    盖世食品  836826 2021-11-24      11.53 2021-12-28       11.78    25.0  3.300000e+01         2.168257         24        286
5740     国脉科技  002093 2020-09-21       8.30 2020-11-02        8.34     4.0  4.230000e+02         0.481928         24       3294
4727     华通线缆  605196 2021-07-08      12.16 2021-08-11       12.62    46.0  4.600000e+01         3.782895         24         41
3277     众生药业  002317 2015-08-31      10.90 2015-10-13       10.92     2.0  9.100000e+01         0.183486         24       1318
15072     飞亚达  000026 2016-01-08      11.14 2016-02-18       11.70    56.0 -5.670000e+02         5.026930         24       5389
4724     华远地产  600743 2020-01-22       2.19 2020-03-04        2.25     6.0  2.080000e+02         2.739726         24       5202
6584     威孚高科  000581 2021-06-23      19.43 2021-07-27       19.63    20.0 -3.730000e+02         1.029336         24       5448
4894     南天信息  000948 2016-01-08      14.97 2016-02-18       15.74    77.0  3.230000e+02         5.143621         24       3799
12390     美利云  000815 2015-06-26      25.57 2015-07-30       26.33    76.0  1.440000e+02         2.972233         24       3691
7958     志邦家居  603801 2022-04-26      14.86 2022-06-02       15.10    24.0  2.550000e+02         1.615074         24       1172
12406     美尔雅  600107 2021-07-14       5.86 2021-08-17        6.00    14.0  8.380000e+02         2.389078         24       5623
10668    海陆重工  002255 2022-12-19       4.96 2023-01-30        5.03     7.0  4.630000e+02         1.411290         24       3313
740      ST西发  000752 2016-01-08      14.05 2016-02-18       14.09     4.0  2.470000e+02         0.284698         24       4399
2075     中国电影  600977 2021-01-05      12.60 2021-02-08       12.91    31.0  6.000000e+02         2.460317         24       1072
743      ST西发  000752 2018-10-15       8.56 2018-11-16        8.58     2.0  6.870000e+02         0.233645         24       5008
5591     国华网安  000004 2017-07-14      24.15 2017-08-17       24.48    33.0  6.440000e+02         1.366460         24       6141
8599     新智认知  603869 2019-08-05      12.12 2019-09-06       12.19     7.0 -1.219000e+03         0.577558         24        969
14393    银座股份  600858 2021-01-07       6.38 2021-02-10        6.46     8.0  5.800000e+02         1.253918         24       6064
14309     金鸿顺  603922 2019-11-13      15.27 2019-12-17       15.32     5.0  4.000000e+02         0.327439         24        502
5552     四维图新  002405 2021-03-12      15.06 2021-04-16       15.46    40.0  1.093000e+03         2.656042         24       2487
10118    泰豪科技  600590 2020-09-02       6.66 2020-10-14        6.72     6.0  6.010000e+02         0.900901         24       4136
6971     宝钢包装  601968 2016-07-15       9.57 2016-08-18        9.72    15.0 -8.730000e+02         1.567398         24        268
6960     宝莫股份  002476 2017-04-21       7.69 2017-05-26        7.73     4.0  3.020000e+02         0.520156         24       1447
6807     安泰集团  600408 2020-01-23       2.36 2020-03-05        2.40     4.0  1.620000e+02         1.694915         24       3820
14178    金浦钛业  000545 2022-04-21       3.99 2022-05-30        4.10    11.0  2.550000e+02         2.756892         24       6078
3754     冀凯股份  002691 2020-01-22       5.94 2020-03-04        6.12    18.0  5.560000e+02         3.030303         24       1623
13352    赛隆药业  002898 2017-11-22      18.77 2017-12-26       19.68    91.0  9.100000e+01         4.848162         24         46
13373    赣能股份  000899 2021-01-21       5.43 2021-03-03        5.91    48.0  4.970000e+02         8.839779         24       5481
9320     栖霞建设  600533 2015-07-02       5.72 2015-12-17        6.34    62.0  1.200000e+02        10.839161         24       3141
10164    津投城开  600322 2014-01-02       3.20 2014-02-12        3.34    14.0  5.400000e+01         4.375000         24       2923
7402     常辅股份  871396 2021-11-26      12.01 2021-12-30       12.02     1.0  2.100000e+01         0.083264         24        286
10070    泰和新材  002254 2013-06-19       4.46 2013-07-23        4.68    22.0  2.200000e+01         4.932735         24       1181
10866    游族网络  002174 2021-08-02      13.42 2021-09-03       13.75    33.0  1.358000e+03         2.459016         24       3088
12633    航天晨光  600501 2013-06-20       7.54 2013-07-24        7.57     3.0  6.000000e+00         0.397878         24       2855
7320     川恒股份  002895 2019-08-05      11.30 2019-09-06       11.40    10.0  2.630000e+02         0.884956         24        468
12609    航天信息  600271 2021-09-27      11.97 2021-11-05       11.98     1.0 -3.970000e+02         0.083542         24       4239
5627     国新文化  600636 2019-08-05       9.75 2019-09-06        9.92    17.0 -5.840000e+02         1.743590         24       6013
7995     恒基达鑫  002492 2016-01-08       8.24 2016-02-18        8.70    46.0  1.630000e+02         5.582524         24       1241
12431    美芝股份  002856 2022-04-20      10.65 2022-05-27       11.34    69.0  7.770000e+02         6.478873         24       1107
6026     大恒科技  600288 2016-01-08      13.18 2016-02-17       13.99    81.0  3.760000e+02         6.145675         23       3542
9615     殷图网联  835508 2017-07-21       5.98 2020-04-08        7.60   162.0  2.970000e+02        27.090301         23        152
15219    鲁信创投  600783 2019-11-12      12.86 2019-12-13       13.45    59.0  9.990000e+02         4.587869         23       5296
15242    鲁阳节能  002088 2015-07-02       3.43 2015-08-17        3.87    44.0  8.600000e+01        12.827988         23       2012
962      万东医疗  600055 2014-12-16       9.22 2015-01-20        9.32    10.0  4.600000e+01         1.084599         23       4064
144      ST全筑  603030 2016-01-08       9.35 2016-02-17        9.74    39.0  1.090000e+02         4.171123         23        191
7775     引力传媒  603598 2017-04-07      19.16 2017-09-15       19.56    40.0  4.030000e+02         2.087683         23        441
6831     安琪酵母  600298 2015-08-31       9.31 2015-10-12        9.44    13.0  3.990000e+02         1.396348         23       3566
15284    鹏鼎控股  002938 2020-03-12      36.57 2020-04-15       37.28    71.0  5.830000e+02         1.941482         23        356
10248    浙商证券  601878 2021-04-09      12.16 2021-05-17       12.95    79.0  7.070000e+02         6.496711         23        923
9697     永太科技  002326 2013-06-18       2.75 2013-07-19        2.84     9.0  5.200000e+01         3.272727         23        834
13805    退市西水  600291 2021-04-29       2.51 2021-06-07        2.63    12.0  1.327000e+03         4.780876         23       4741
46       ST东洋  002086 2022-04-12       2.54 2022-05-18        2.55     1.0  4.410000e+02         0.393701         23       3605
14077    金域医学  603882 2022-03-14      75.00 2022-04-18       75.47    47.0  2.170000e+03         0.626667         23       1093
7974     思美传媒  002712 2018-12-20       6.47 2019-01-24        6.48     1.0  1.080000e+03         0.154560         23       1001
4000     创维数字  000810 2021-09-27       7.50 2021-11-04        7.65    15.0  1.016000e+03         2.000000         23       5194
7698     康达新材  002669 2015-08-31      18.22 2015-10-12       19.78   156.0  3.170000e+02         8.562020         23        762
924       一心堂  002727 2019-07-17      24.38 2019-08-19       24.66    28.0  7.300000e+02         1.148482         23       1133
10299    浙江交科  002061 2020-01-22       3.66 2020-03-03        3.85    19.0  3.520000e+02         5.191257         23       3011
6715     宁波韵升  600366 2018-01-23       9.38 2018-03-02        9.43     5.0  1.980000e+02         0.533049         23       4071
758      ST西源  600139 2022-04-14       1.90 2022-05-23        1.92     2.0  4.020000e+02         1.052632         23       5415
765      ST西钢  600117 2013-04-11       4.53 2013-05-17        4.59     6.0  3.100000e+01         1.324503         23       3676
6690      宁波港  601018 2021-07-26       3.62 2021-08-26        3.65     3.0  7.400000e+01         0.828729         23       2492
668      ST美盛  002699 2016-01-08      22.21 2016-02-17       22.29     8.0  4.420000e+02         0.360198         23        681
9872     江特电机  002176 2020-04-30       1.67 2020-06-05        1.69     2.0  4.610000e+02         1.197605         23       2903
6728     宇晶股份  002943 2019-07-02      25.35 2019-08-02       25.98    63.0  3.150000e+02         2.485207         23        141
14386    银宝山新  002786 2022-04-20       6.03 2022-05-26        6.50    47.0  1.090000e+03         7.794362         23       1534
4168     北大医药  000788 2021-10-11       6.59 2021-11-11        6.79    20.0  7.020000e+02         3.034901         23       5657
9552     正平股份  603843 2020-01-22       4.53 2020-03-03        4.81    28.0 -7.790000e+02         6.181015         23        733
14305    金风科技  002202 2020-08-31      10.30 2020-10-09       10.33     3.0  5.870000e+02         0.291262         23       3053
14285    金陵药业  000919 2015-08-31      13.91 2015-10-12       14.34    43.0 -1.137000e+03         3.091301         23       3775
13792    退市罗顿  600209 2022-04-18       3.14 2022-06-15        1.18  -196.0  5.410000e+02       -62.420382         23       5097
895     TCL中环  002129 2014-04-25       6.41 2014-05-30        6.51    10.0  3.800000e+01         1.560062         23       1593
262      ST天成  600112 2015-08-31      14.12 2015-10-12       14.42    30.0 -1.751000e+03         2.124646         23       4101
14256    金财互联  002530 2013-06-18       3.38 2013-07-19        3.65    27.0  2.700000e+01         7.988166         23        590
654      ST粤泰  600393 2023-05-08       1.17 2023-06-08        0.37   -80.0  9.700000e+01       -68.376068         23       5068
10099    泰晶科技  603738 2020-09-15       9.89 2020-10-26        9.91     2.0  4.910000e+02         0.202224         23        965
1169     三特索道  002159 2014-10-22      23.78 2014-11-24       24.17    39.0  1.050000e+02         1.640034         23       1725
11290    瑞和股份  002620 2020-04-23       5.51 2020-05-29        6.04    53.0  5.200000e+02         9.618875         23       2027
12214     红蜻蜓  603116 2020-01-22       5.55 2020-03-03        5.56     1.0  2.060000e+02         0.180180         23       1113
1392     东亚药业  605177 2020-12-23      37.19 2021-01-26       38.76   157.0  1.570000e+02         4.221565         23         20
12173    紫江企业  600210 2017-08-09       5.32 2017-09-11        5.33     1.0  1.170000e+02         0.187970         23       4263
5369     君正集团  601216 2022-09-23       3.92 2022-11-02        4.06    14.0  3.470000e+02         3.571429         23       2694
12191    红旗连锁  002697 2014-01-03       2.15 2014-02-12        2.27    12.0  3.100000e+01         5.581395         23        318
12911    菲林格尔  603226 2021-01-05       5.46 2021-02-05        5.70    24.0  2.580000e+02         4.395604         23        866
7641     康力电梯  002367 2017-09-06       8.40 2017-10-16        8.42     2.0  1.840000e+02         0.238095         23       1750
5204      司尔特  002538 2022-07-20      10.25 2022-08-22       10.61    36.0  4.620000e+02         3.512195         23       2743
12052    立讯精密  002475 2015-08-21       5.53 2015-09-25        5.82    29.0  1.010000e+02         5.244123         23       1185
1427     东华软件  002065 2014-07-02       9.52 2014-12-08        9.60     8.0  1.300000e+01         0.840336         23       1768
8324     招商银行  600036 2022-10-11      29.66 2022-11-11       30.06    40.0  2.418000e+03         1.348618         23       4905
8317     招商银行  600036 2014-02-28      -0.28 2014-04-02       -0.20     8.0  1.370000e+02       -28.571429         23       2813
7585     广电电气  601616 2020-10-28       3.17 2020-11-30        3.19     2.0  2.670000e+02         0.630915         23       2350
12272     维信诺  002387 2021-05-06       9.28 2021-06-08        9.75    47.0  6.480000e+02         5.064655         23       2531
3451     元祖股份  603886 2022-03-11      17.89 2022-04-15       18.33    44.0  7.800000e+02         2.459475         23       1263
3232      伊戈尔  002922 2023-04-19      15.16 2023-05-25       15.37    21.0  5.640000e+02         1.385224         23       1284
11549    百隆东方  601339 2013-12-31       3.02 2014-02-10        3.03     1.0  2.200000e+01         0.331126         23        376
11698    盛洋科技  603703 2020-09-08       8.78 2020-10-19        9.01    23.0  1.141000e+03         2.619590         23       1233
4871     南京银行  601009 2017-12-07       5.59 2018-01-10        5.64     5.0  1.260000e+02         0.894454         23       2507
4876     南兴股份  002757 2015-08-31      11.35 2015-10-12       11.97    62.0  1.910000e+02         5.462555         23         65
6386     天齐锂业  002466 2015-12-31      24.44 2016-02-03       24.54    10.0  1.630000e+02         0.409165         23       1161
13220    豫能控股  001896 2015-07-02      16.20 2015-11-25       16.31    11.0  6.300000e+01         0.679012         23       4081
4971     南钢股份  600282 2018-12-05       2.17 2019-01-09        2.19     2.0  1.570000e+02         0.921659         23       4289
13187    读者传媒  603999 2020-07-22       6.69 2020-08-24        6.72     3.0  3.430000e+02         0.448430         23       1120
12010     科迪退  002770 2020-04-24       3.13 2020-06-01        3.37    24.0  1.640000e+02         7.667732         23       1055
13264    财信发展  000838 2022-04-08       8.93 2022-05-16        9.30    37.0  4.600000e+02         4.143337         23       5716
13116    视觉中国  000681 2014-12-16      24.50 2015-01-20       24.61    11.0  1.910000e+02         0.448980         23       3019
8508     新华保险  601336 2022-05-05      26.35 2022-06-08       26.74    39.0  2.737000e+03         1.480076         23       2492
4890     南国置业  002305 2020-01-22       2.13 2020-03-03        2.29    16.0  4.050000e+02         7.511737         23       2400
13271    贤丰控股  002141 2022-04-08       4.63 2022-05-16        4.86    23.0  3.060000e+02         4.967603         23       3370
13063    西藏矿业  000762 2018-12-17       7.32 2019-01-21        7.39     7.0  1.116000e+03         0.956284         23       5055
3407     信邦制药  002390 2015-08-31      11.52 2015-10-12       12.06    54.0  3.760000e+02         4.687500         23       1165
4689      华讯退  000687 2022-01-21       1.64 2022-03-02        1.67     3.0  3.100000e+02         1.829268         23       5781
4898     南威软件  603636 2017-07-14       9.05 2017-08-16        9.10     5.0  1.460000e+02         0.552486         23        614
2524     中设咨询  833873 2022-12-19       3.48 2023-01-20        3.59    11.0  1.030000e+02         3.160920         23        327
10922    湘佳股份  002982 2022-02-21      30.61 2022-03-24       31.56    95.0  4.140000e+02         3.103561         23        441
12016    秦川机床  000837 2013-04-15       6.35 2013-05-21        6.39     4.0  4.000000e+00         0.629921         23       3397
12459    群兴玩具  002575 2015-04-13      12.03 2015-05-15       12.10     7.0  1.000000e+02         0.581879         23        852
12659    航民股份  600987 2015-08-31       5.88 2015-10-12        6.06    18.0  1.640000e+02         3.061224         23       2645
10878    湖北广电  000665 2019-07-17       5.56 2019-08-19        5.71    15.0  3.270000e+02         2.697842         23       5194
7032     富煌钢构  002743 2015-07-14      15.26 2015-08-14       15.65    39.0  3.900000e+01         2.555701         23         75
10802     深高速  600548 2013-04-11      -1.03 2013-05-17       -1.01     2.0  5.000000e+00        -1.941748         23       2674
10372    浩淼科技  831856 2021-11-30       8.19 2021-12-31        8.71    52.0  5.900000e+01         6.349206         23        377
3474     兆新股份  002256 2022-04-14       2.83 2022-05-20        2.91     8.0  2.880000e+02         2.826855         23       2968
11264    珠海中富  000659 2015-09-08       4.28 2015-10-16        4.44    16.0  4.800000e+01         3.738318         23       4414
13737    退市未来  600532 2023-04-18       5.05 2023-06-19        0.72  -433.0  4.180000e+02       -85.742574         23       4702
11404    申华控股  600653 2018-12-05       2.04 2019-01-09        2.08     4.0  1.900000e+01         1.960784         23       6493
4543     华映科技  000536 2021-07-13       2.67 2021-08-13        2.71     4.0 -4.040000e+02         1.498127         23       5726
9293     柳化股份  600423 2013-04-11       5.51 2013-05-17        5.96    45.0  5.300000e+01         8.166969         23       2295
12478     老凤祥  600612 2017-11-22      33.82 2017-12-25       33.84     2.0  1.108000e+03         0.059137         23       6061
10905    湖南投资  000548 2013-06-18       3.70 2013-07-19        3.80    10.0  1.500000e+01         2.702703         23       4639
3007      亚玛顿  002623 2021-08-06      44.02 2021-09-08       44.74    72.0  2.685000e+03         1.635620         23       2378
2034     中国核建  601611 2020-01-22       6.80 2020-03-03        6.82     2.0  4.240000e+02         0.294118         23        885
3105     京粮控股  000505 2022-09-23       8.08 2022-11-02        8.12     4.0  5.910000e+02         0.495050         23       6803
8659     新疆火炬  603080 2022-03-11      13.98 2022-04-15       14.29    31.0  9.380000e+02         2.217454         23       1013
2981     亚振家居  603389 2019-08-01       7.12 2019-09-03        7.22    10.0  2.810000e+02         1.404494         23        640
13632    退市中天  600856 2022-01-20       1.97 2022-03-01        2.00     3.0 -1.740000e+02         1.522843         23       6306
4639     华胜天成  600410 2019-05-29      11.87 2019-07-02       12.22    35.0  4.340000e+02         2.948610         23       3518
12646    航天电子  600879 2018-12-04       5.95 2019-01-07        6.06    11.0  1.770000e+02         1.848739         22       5428
3402     信质集团  002664 2020-09-02      18.02 2020-10-12       18.08     6.0  5.910000e+02         0.332963         22       1848
14250    金证股份  600446 2023-09-12      13.27 2023-10-20       12.22  -105.0  3.303000e+03        -7.912585         22       4605
10651    海螺水泥  600585 2020-10-13      50.47 2020-11-12       50.48     1.0  1.798000e+03         0.019814         22       4472
5676     国海证券  000750 2013-06-07       5.68 2013-07-12        5.87    19.0  1.900000e+01         3.345070         22       2682
1803     中再资环  600217 2016-10-11       8.71 2016-11-10        8.78     7.0  1.990000e+02         0.803674         22       3697
12771    苏轴股份  430418 2017-07-18       4.83 2017-08-23        5.17    34.0  1.240000e+02         7.039337         22        525
702      ST艾格  002619 2017-03-07       9.33 2017-04-10        9.88    55.0  1.990000e+02         5.894962         22       1076
10634    海航控股  600221 2022-07-14       1.47 2022-08-15        1.52     5.0  7.400000e+01         3.401361         22       5217
5914     外服控股  600662 2018-12-05       4.01 2019-01-08        4.21    20.0  5.090000e+02         4.987531         22       6072
4496     华扬联众  603825 2022-04-21      15.60 2022-05-26       15.82    22.0  6.550000e+02         1.410256         22       1060
7355     巨化股份  600160 2015-06-25       8.12 2015-07-30        8.48    36.0  1.590000e+02         4.433498         22       4020
12085   粤 水 电  002060 2017-11-09       3.64 2017-12-11        3.75    11.0  1.480000e+02         3.021978         22       2679
10612    海联金汇  002537 2013-06-19       2.50 2013-07-19        2.62    12.0  1.200000e+01         4.800000         22        577
13183    诺邦股份  603238 2018-02-01      13.74 2018-03-12       14.96   122.0  2.640000e+02         8.879185         22        165
2151     中国铝业  601600 2021-11-04       5.75 2021-12-06        5.86    11.0  3.220000e+02         1.913043         22       3385
2584     中金公司  601995 2023-09-12      38.49 2023-10-20       37.23  -126.0  9.270000e+02        -3.273578         22        698
8677     新联电子  002546 2019-05-29       4.35 2019-07-01        4.39     4.0  3.130000e+02         0.919540         22       1942
9375     梅花生物  600873 2016-06-07       4.36 2016-07-11        4.63    27.0  1.490000e+02         6.192661         22       4784
